HSCode,Description,Unit,Quantity,Imports_Value_Rs_Thousands,Imports_Value_Rs_Billion,Imports_Revenue_Rs_Thousands
18069090,"Other Chocolate, etc, containing cocoa, not in blocks, slabs or bars, nes.",Kg,183667.679788,179709.860565,0.17971,142389.621
19011000,"Preparations for infant use, for retail sale, of flour, groats, meal, starch etc.",Kg,22102.5,26029.377502,0.026029,4855.401
19012000,Mixes and doughs for preparation of bakers' wares of 19.05.,Kg,115609,27780.550789,0.027781,5659.97
19019010,Malt Extract,Kg,18443.199999,1728.401443,0.001728,424.881
19019090,"Food prep's of goods of hdgs 0401-0404 or of flour, meal, etc not cont'g cocoa",Kg,97530.400061,50670.654184,0.050671,10746.404
19021100,Uncooked pasta containing eggs not stuffed,Kg,0.4,0.1099,0,0.132
19021900,"Uncooked pasta, not containing eggs, not stuffed",Kg,133807.699989,36424.980131,0.036425,22377.144
19022000,"Stuffed pasta, whether or not cooked or otherwise prepared",Kg,15,1.6015,0.000002,1.346
19023000,"Other pasta, nes",Kg,117373.959738,22106.436208,0.022106,15028.582
19024000,Couscous,Kg,270,80.107039,0.00008,48.25
19030000,"Prepared from starch, in the form of flakes, grains, pearls,siftings or similar forms",Kg,121264.5,13565.886253,0.013566,3297.119
19041010,Prepared foods obtained by the swelling or roasting of cereals.,Kg,25092.2,11660.690245,0.011661,3883.321
19041091,Corn Flakes,Kg,18240.5,4448.229198,0.004448,1482.281
19041099,Other Prepared foods obtained by the swelling or roasting of cereals product,Kg,246603.900049,73394.712197,0.073395,25271.478
19042000,Prepared foods obtained from unroasted cereal flakes or mixtures of unroasted & r,Kg,1695.800003,722.916281,0.000723,241.221
19049010,Puffed rice (Dhan ko bhuja - Murhi),Kg,1712,99.29248,0.000099,14.986
19049020,Flattened rice(Chiura),Kg,62900,2766.951492,0.002767,322.876
19049090,Other prepared cereals in grain form (excl . maize) nes.,Kg,25918.5,6061.609062,0.006062,2473.058
19051000,Crispbread,Kg,1.5,0.66631,0.000001,0.53
19052000,Gingerbread and the like,Kg,5,0.80075,0.000001,0.637
19053100,Sweet biscuits,Kg,333003.785748,87427.543281,0.087428,69277.157
19053200,Waffles and wafers,Kg,151344.959991,85820.860483,0.085821,67986.548
19054000,"Rusks,toasted bread and similar toasted products",Kg,62866.880001,16175.992831,0.016176,12816.36
19059010,Pizza,Kg,803,198.654473,0.000199,85.32
19059020,"Kurkure, Kurmure, Lays, Cheeseballs",Kg,116101.959774,73768.791431,0.073769,44440.11
19059030,Papad,Kg,22584.080093,6512.367501,0.006512,3532.792
19059040,Empty Cachets of a kind suitable for pharmaceuticals use,Kg,606.660011,2009.19916,0.002009,885.713
19059050,Biscuits not specified elsewhere,Kg,13508.960072,4396.64664,0.004397,3483.397
19059060,"Cakes, cookies and Pastry",Kg,9310.399902,2147.699556,0.002148,1701.573
19059070,Bread (Pauroti),Kg,2,0.3203,0,0.256
19059081,"Other Crisp Savoury food products, unfried",Kg,55406.6,6790.03835,0.00679,4436.996
19059089,Other prepared crisp savoury food products,Kg,140.349998,64.117019,0.000064,53.157
19059090,Other bakers' wares nes,Kg,175741.701495,53815.55841,0.053816,42633.836
20011000,"Cucumbers and gherkins, preserved by vinegar or acetic acid",Kg,76.5,14.03191,0.000014,6.939
20019000,"Other vegetables, fruits, etc, preserved by vinegar or acetic acid, nes",Kg,14337.399998,1145.486664,0.001145,566.45
20021000,"Tomatoes, whole or in pieces, preserved other than by vinegar, etc.",Kg,12039,1534.515914,0.001535,758.775
20029000,"Tomatoes, preserved otherwise than by vinegar or acetic acid, nes",Kg,69499.4,9665.937012,0.009666,3444.612
20031000,Mushrooms of the genus Agaricus preserved otherwise by vinegar or autic acid.,Kg,27072,6993.36625,0.006993,3457.829
20039000,Other mushrooms prepared or preserved by vinegar of autic acid nes.,Kg,0.4,0.20482,0,0.168
20041010,"French fry Potato, frozen, prepared or preserved otherwise",Kg,150922.5,19264.705032,0.019265,10777.173
20049000,"Other vegetables preserved other than by vinegar, etc, frozen,(excl. prod's of 20.06",Kg,10782.75,2902.180645,0.002902,1623.63
20051000,"Homogenized vegetable, preserved other than by vinegar, etc, not frozen (excl 20.06)",Kg,500,133.271266,0.000133,74.555
20052010,Potatoes Chips prepared or preserved otherwise than by vinegar or acid,Kg,831.3,153.47156,0.000153,100.167
20054000,"Peas, preserved other than by vinegar or acetic acid, not frozen",Kg,86,7.62314,0.000008,3.779
20055900,"Beans, unshelled, preserved other than by vinegar, etc, not frozen",Kg,0.2,0.06564,0,0.076
20057000,"Olives, preserved other than by vinegar or acetic acid, not frozen.",Kg,270,115.612789,0.000116,57.228
20058000,"Sweetcorn, preserved other than by vinegar or acetic acid, not frozen",Kg,5040,1331.27825,0.001331,658.219
20059900,Other - Vegetables & mixtures of veg preseved otherwise than by vineger or acit,Kg,3744,1314.57925,0.001315,650.028
20060000,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by suga",Kg,8195,1527.780973,0.001528,755.486
20071000,"Jams, fruit jellies, marmalades, etc, homoenized preparations.",Kg,120,23.984061,0.000024,11.86
20079900,"Other jams, fruit jellies, marmalades, etc, obtained by cooking",Kg,105686.600002,16169.853051,0.01617,8003.369
20081100,"Ground-nuts, preserved",Kg,36254.380014,11174.059396,0.011174,5525.117
20081910,Roasted or Salted Chickpeas (gram),Kg,1571,559.481117,0.000559,276.689
20081920,Roasted or Salted Cashewnut,Kg,21891.940063,23927.322239,0.023927,11830.835
20081930,Roasted or Salted Pistachio,Kg,46061.400391,64490.701,0.064491,31886.215
20081940,Roasted or Salted Almond,Kg,59,75.723181,0.000076,37.446
20081990,"Other nut, ground nut and seeds weather or not mixed together",Kg,38214.089998,19453.887453,0.019454,9620.204
20082000,"Pineapples, prepared or preserved (excl those of 20.06 and 20.07)",Kg,5684.799988,1159.80673,0.00116,573.447
20083000,"Citrus fruit, prepared or preserved (excl those of 20.06 and 20.07)",Kg,18511.800014,3204.74169,0.003205,1652.58
20087000,"Peaches,incl nectarines prepared or preserved (excl those of 20.06 and 20.07)",Kg,1134,394.33225,0.000394,194.969
20088000,"Strawberries, prepared or preserved (excl. those of 20.06 and 20.07)",Kg,9080.999863,2622.994305,0.002623,1296.881
20089300,"Cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos); lingonberries (Vaccinium vi",Kg,505.920006,358.239273,0.000358,177.196
20089700,Mixtures,Kg,144,79.9315,0.00008,39.522
20089910,Fruit Pulp,Kg,287354.950028,21979.2948,0.021979,6471.351
20089990,"Other fruit, nuts and other edible parts of plants nes.",Kg,7717.77997,2833.70126,0.002834,1409.923
20091100,"Frozen orange juice, unfermented, not containing added spirit",LTR,5,0.19151,0,0.469
20092900,Other grapefruit juice of a brix value      > 20,LTR,1.5,3.203,0.000003,0.542
20093900,Other juice of any other single citrus fruit.,LTR,4000,299.464781,0.000299,373.411
20097900,Other apple juice,LTR,25,11.0155,0.000011,3.588
20098990,Other juice of any other single fruits,LTR,117981.90189,19971.329322,0.019971,12462.679
20099000,"Mixtures of juices, unfermented, not containing added spirit.",LTR,125615,18294.34505,0.018294,12882.534
21011100,"Extracts, essences and concentrates of coffee",Kg,72334.740156,174582.031261,0.174582,80045.778
21011200,"Preparations with a basis of extract, essences or concentrates or with a basis of",Kg,8994.880043,7646.417845,0.007646,4417.258
21012000,"Extracts, essences, concentrates and preparations of tea or mat",Kg,29323.700757,15459.016693,0.015459,9163.566
21013000,"Roasted coffee substitutes(incl. chicory) and extracts, assences of concentrates",Kg,1000,2114.6195,0.002115,809.557
21021000,Active yeasts,Kg,67695,27010.819865,0.027011,8072.614
21022000,"Inactive yeasts; other single-cell micro-organisms, dead",Kg,168.7,490.799277,0.000491,146.999
21023000,Prepared baking powders,Kg,5268,926.418738,0.000926,210.853
21031000,Soya sauce,Kg,37243.999172,11035.424731,0.011035,5176.808
21032000,Tomato ketchup and other tomato sauces,Kg,81224.599777,16713.456292,0.016713,7874.186
21033000,"Mustard flour and meal, prepared mustard",Kg,6707,3620.624844,0.003621,1779.905
21039010,"Sauces and sauce preparations; mixed condiments and seasonings, nes",Kg,75210.719991,42621.654727,0.042622,18423.734
21039020,Pickle (Achar),Kg,9353.200001,1069.765744,0.00107,502.138
21039090,Other Sauces and preparations,Kg,266671.679869,141048.769856,0.141049,65643.218
21041000,Soups and broths and preparations therefor,Kg,9496.119981,10404.849694,0.010405,4880.533
21042000,Homogenized composite food preparations,Kg,2,0.3203,0,0.152
21050000,"Ice cream and other edible ice, whether or not containing cocoa",Kg,12270.150062,7304.77617,0.007305,4547.531
21061000,Protein concentrates and textured proteinvsubstences,Kg,128356.13,72146.65108,0.072147,947.64
21069010,"Dalmoth, Namkeen, Bhujiya and Chamena (titbits)",Kg,64094.429991,18789.512759,0.01879,10199.189
21069020,Pan Mashsla without tobacco (Surti Rahit),Kg,6132,14452.237,0.014452,15162.449
21069030,Zintang,Kg,1,0.76872,0.000001,0.187
21069040,Concentrate of non-alcohalic soft drinks,Kg,1192795.679951,1093155.245268,1.093155,404164.568
21069050,"Pachak,Rochak& Similar goods",Kg,10291.700195,2247.339711,0.002247,800.264
21069091,Food Supplements,Kg,42724.217966,119457.748706,0.119458,56917.894
21069092,Herbal Tea,Kg,31.92,166.804622,0.000167,114.195
21069093,Non Dairy Cream,Kg,88660,16534.932977,0.016535,7755.357
21069094,Soya chunks (Soyabody  Masyaura),Kg,6993,1418.576625,0.001419,665.379
21069095,Gum base,Kg,76510,34861.277594,0.034861,9102.616
21069096,Preparation suitable for use as infant food for retail sale,PCS,131498,70195.53027,0.070196,24990.391
21069099,Other Food Preparations,Kg,211598.820144,134325.390981,0.134325,63083.545
22019000,Other unsweetened waters;ice and snow,LTR,3,9.64057,0.00001,4.59
22029910,Energy Drink,LTR,0.5,1.12112,0.000001,0.595
22029920,Light Beverages,LTR,2.16,1.69715,0.000002,0.944
22029930,Flavoured Milk Beverages,LTR,14850,2071.197,0.002071,1978.288
22029990,Other drinks (added sugar or other sweetening matter or flavoured),LTR,74531.180002,13958.586905,0.013959,11600.229
22030020,Beer made from malt ( more than 5% alcohol),LTR,2376,751.743563,0.000752,1506.222
22041010,Sparkling Wine Containing Alcohol Strengthby Vol up to 12%,LTR,8199,3653.601758,0.003654,8557.111
22041020,Sparkling Wine Containing Alcohol Strengthby Vol 12-17% .,LTR,3141,1977.104035,0.001977,3898.919
22042110,Wine (not sparkling: grape must with by alcohol upto 12% in:<=2L containers,LTR,31537.5,13623.194047,0.013623,32621.76
22042120,Wine (not sparkling: grape must with by alcohol 12-17% in:<=2L containers,LTR,16464.780006,11258.083179,0.011258,21425.453
22042910,Other Wine by alcohol upto12%,LTR,11946.899994,4723.472875,0.004723,11929.878
22042920,Other Wine by alcohol 12-17%,LTR,2790,1698.541094,0.001699,3401.187
22043020,Other Wine grape must with byalcohol 12-17%,LTR,8100,5858.873156,0.005859,10871.167
22051010,Vermoutn & Other Wine of grapes by alcohol contain upto12% container =<2L,LTR,183,164.195469,0.000164,279.88
22051020,Vermoutn & Other Wine of grapes by alcohol contain 12-17% in =<2L container,LTR,180,182.036664,0.000182,297.362
22071020,Undenatured Ethyl Alcohol of Strength >=80%vol rectified or silent spirit,LTR,12000,2179.32125,0.002179,2291.411
22071030,E.N.A (Extra Neutral Alcohol) A.AA,LTR,150000,33100.125,0.0331,30779.155
22083010,Raw Material of Whiskey (alcoholic fluids including spirits) <80% alcohol,LTR,29402.099976,59067.244875,0.059067,68883.396
22083091,Whiskies of an alcoholic strength 15UP (48.5%),LTR,61.799999,937.049336,0.000937,1355.529
22083092,Whiskies of an alcoholic strength 25UP (42.8%),LTR,277.25,1441.361819,0.001441,2325.464
22083093,Whiskies of an alcoholic strength 30UP (39.94%),LTR,41972.999998,106542.856754,0.106543,212141.795
22083099,Other Whiskies,LTR,159.175,522.431339,0.000522,1023.192
22084091,Rum and other spirits of an alcoholic strength 15UP (48.5%),LTR,12,101.385688,0.000101,158.056
22085091,Gin and Geneva of an alcoholic strength 15UP (48.5%),LTR,621,1235.969289,0.001236,3047.653
22085092,Gin and Geneva of an alcoholic strength 25UP (42.8%),LTR,516,855.779484,0.000856,2284.71
22085093,Gin and Geneva of an alcoholic strength 30UP (39.94%),LTR,900,1091.898609,0.001092,3579.478
22086093,Vodka of an alcoholic strength 30UP (39.94%),LTR,6704.399994,8310.331137,0.00831,26885.722
22087093,Liqueurs and cordials of an alcoholic strength 30UP (39.94%),LTR,54.599998,72.997203,0.000073,218.187
22087099,Others Liqueurs and cordials,LTR,648,993.016281,0.000993,1690.121
22089091,Liquor of an alcoholic strength 15UP (48.5%),LTR,142.5,424.282625,0.000424,893.998
22089093,Liquor of an alcoholic strength 30UP (39.94%),LTR,999,2352.917531,0.002353,4630.135
22089094,Liquor of an alcoholic strength 40UP (34.23%),LTR,988.800011,1771.716672,0.001772,3472.886
22089095,Liquor of an alcoholic strength 50UP (28.53%),LTR,420,760.389594,0.00076,1351.445
22089096,Liquor of an alcoholic strength 70UP (17.12%),LTR,1612.400024,4426.632594,0.004427,5986.05
22090000,Vinegar and substitutes for vinegar obtained from acetic acid,LTR,5842,1971.991045,0.001972,576.677
23012000,"Flours, meals and pellets of fish or of crustaceans molluscs or other aquatic invertebrates",Kg,159590,14088.3665,0.014088,141.146
23021000,"Brans, sharps and other residues of maize",Kg,61680,2222.561625,0.002223,222.387
23023000,"Brans, sharps and other residues of wheat",Kg,693,21.68431,0.000022,2.182
23024010,"Brans, sharps and other residues of other cereals",Kg,1292491,50079.699865,0.05008,979.151
23024090,"Other-Brans, sharps and other residues except residue of Cashew and Pallets",Kg,5170955,98286.186414,0.098286,6861.54
23031000,Residues from manufacture of starch and similar residues,Kg,5942210,335501.9575,0.335502,3362.16
23033000,Brewing or distilling dregs and waste,Kg,4143190,201550.862375,0.201551,15885.857
23040000,"Oil-cake and other solid residues, of soyabean",Kg,11462110,929287.633625,0.929288,69944.857
23050000,"Oil-cake and other solid residues, of ground-nut",Kg,41940,3223.40625,0.003223,290.172
23064100,Oil-cake of low erucic acid rape or colza  seeds,Kg,1220570,51658.375625,0.051658,4650.89
23069000,"Til Ko Pina, Oil cake",Kg,1665175,56882.629437,0.056883,5122.19
23091000,"Dog or cat food, put up for retail sale",Kg,41924.940032,7723.310445,0.007723,3302.137
23099000,"Other preparations of a kind used in animal feeding, nes",Kg,3458237.960002,641989.9266,0.64199,49243.742
24012000,"Tobacco, partly or wholly stemmed/stripped",Kg,360000,352695.670344,0.352696,218301.53
24013000,Tobacco refuse,Kg,43200,5819.982187,0.00582,9075.916
24031100,Water pipe tobacco specified in Subheading  Note 1 to this Chapter,Kg,2400,3379.022969,0.003379,9351.965
24039920,"Cut tobacco,dust tobacco not for retail sal",Kg,146920,37011.134984,0.037011,123000.943
24039991,Hukkah Flavour,Kg,1763.5,1907.223344,0.001907,5280.372
24039999,"Tobacco extract and essences, Other manufactured tobacco and tobacco substitutes",Kg,100,161.294844,0.000161,347.58
24041100,Containing tobacco or reconstituted tobacco,Kg,306.949997,2290.702375,0.002291,3184.032
24049100,For oral application,Kg,447.03999,6700.489856,0.0067,8586.76
24049900,"Other Products containing tobacco, reconstituted tob, nicotine, substitutes etc",Kg,16,13.1206,0.000013,17.841
25010010,Industrial salt(non-edible),Kg,2385802,26150.911176,0.026151,4881.002
25010020,Black Salt [Sindhe Bire Kalo Noon ],Kg,235740,10453.496979,0.010453,1360.149
25010090,Other salt,Kg,13183000.2,136451.71776,0.136452,0.39
25030000,"Sulphur of all kinds (excl. sublimed, precipitated and colloidal sulphur)",Kg,616.099976,54.422719,0.000054,13.226
25041000,Natural graphite in powder or in flakes,Kg,290,37.71568,0.000038,7.102
25051000,Silica sands and quartz sands,Kg,3286,51.72835,0.000052,12.574
25059000,"Other natural sands, (excl metal-bearing  s nds of chapter 26), nes",Kg,100,11.24434,0.000011,2.799
25061000,Quartz,Kg,406335,4972.823351,0.004973,1075.661
25062000,Quartzite,Kg,98835,2855.548023,0.002856,679.108
25070000,"Kaolin and other kaolinic clays, whether or not calcined",Kg,1294730,37687.549045,0.037688,8180.723
25081000,Bentonite,Kg,1518516,20456.070676,0.020456,3817.38
25083000,Fire-clay,Kg,2310,263.916497,0.000264,49.291
25084000,"Other clays, nes",Kg,6184538,45295.88535,0.045296,8456.745
25085000,"Andalusite, kyanite and sillimanite",Kg,125000,5078.212375,0.005078,947.285
25090000,Chalk,Kg,65280,1196.233409,0.001196,280.864
25101000,"Unground natural calcium phosphates, aluminium calcium phosphates, etc",Kg,57000,804.851125,0.000805,195.71
25102000,"Ground natural calcium phosphates, aluminium calcium phosphates, etc",Kg,42000,565.009188,0.000565,137.363
25111000,Natural barium sulphate (barytes),Kg,14200,370.81296,0.000371,90.241
25120000,"Siliceous fossil meals(kieselguhr,tripolite,etc);&similar siliceous earths appare",Kg,9525.17981,1488.301469,0.001488,277.57
25131000,Pumice stone,Kg,54.1,38.940531,0.000039,9.53
25132000,"Emery, natural corundum, natural garnet and other natural abrasives",Kg,310,10.12115,0.00001,2.683
